#, Temperatur 1 (°C), Temperatur 2 (°C), Temperatur 3 (°C), Temperatur 4 (°C), Temperatur 5 (°C), Temperatur 6 (°C), Temperatur 7 (°C), Temperatur 8 (°C), Zeit (s)
1, 26.67, 26.47, 25.97, 25.65, 25.27, 25.46, 25.73, 26.55, 0.0000
2, 26.66, 26.50, 26.01, 25.66, 25.28, 25.53, 25.74, 26.54, 1.0000
3, 26.65, 26.61, 26.18, 25.66, 25.29, 25.86, 25.76, 26.53, 2.0000
4, 26.65, 26.86, 26.53, 25.66, 25.31, 26.47, 25.79, 26.52, 3.0000
5, 26.64, 27.25, 27.02, 25.66, 25.37, 27.25, 25.83, 26.52, 4.0000
6, 26.64, 27.74, 27.63, 25.67, 25.47, 28.10, 25.91, 26.51, 5.0000
7, 26.65, 28.29, 28.31, 25.69, 25.62, 29.03, 26.03, 26.50, 6.0000
8, 26.67, 28.90, 29.03, 25.72, 25.82, 29.96, 26.19, 26.50, 7.0000
9, 26.70, 29.55, 29.80, 25.76, 26.07, 30.89, 26.40, 26.49, 8.0000
10, 26.74, 30.22, 30.59, 25.83, 26.35, 31.80, 26.62, 26.49, 9.0000
11, 26.82, 30.91, 31.38, 25.91, 26.66, 32.69, 26.90, 26.48, 10.0000
12, 26.90, 31.57, 32.14, 26.02, 27.02, 33.55, 27.21, 26.47, 11.0000
13, 27.01, 32.25, 32.93, 26.14, 27.38, 34.38, 27.54, 26.46, 12.0000
14, 27.13, 32.93, 33.70, 26.28, 27.77, 35.18, 27.90, 26.46, 13.0000
15, 27.27, 33.58, 34.45, 26.44, 28.16, 35.95, 28.28, 26.45, 14.0000
16, 27.42, 34.22, 35.17, 26.61, 28.58, 36.70, 28.68, 26.45, 15.0000
17, 27.59, 34.85, 35.89, 26.80, 28.99, 37.40, 29.09, 26.45, 16.0000
18, 27.78, 35.46, 36.57, 27.00, 29.42, 38.09, 29.51, 26.44, 17.0000
19, 27.96, 36.05, 37.25, 27.21, 29.86, 38.76, 29.94, 26.44, 18.0000
20, 28.16, 36.63, 37.90, 27.43, 30.29, 39.39, 30.38, 26.44, 19.0000
21, 28.38, 37.19, 38.54, 27.66, 30.73, 40.01, 30.83, 26.44, 20.0000
22, 28.60, 37.73, 39.15, 27.90, 31.17, 40.60, 31.28, 26.44, 21.0000
23, 28.83, 38.26, 39.74, 28.14, 31.61, 41.17, 31.73, 26.44, 22.0000
24, 29.06, 38.77, 40.31, 28.40, 32.05, 41.73, 32.18, 26.44, 23.0000
25, 29.30, 39.26, 40.86, 28.65, 32.49, 42.26, 32.64, 26.44, 24.0000
26, 29.55, 39.75, 41.39, 28.91, 32.93, 42.78, 33.08, 26.44, 25.0000
27, 29.79, 40.21, 41.91, 29.18, 33.37, 43.28, 33.53, 26.45, 26.0000
28, 30.04, 40.66, 42.41, 29.44, 33.81, 43.77, 33.98, 26.45, 27.0000
29, 30.30, 41.10, 42.89, 29.71, 34.24, 44.24, 34.41, 26.46, 28.0000
30, 30.55, 41.52, 43.36, 29.98, 34.67, 44.69, 34.85, 26.47, 29.0000
31, 30.81, 41.92, 43.81, 30.25, 35.10, 45.14, 35.30, 26.47, 30.0000
32, 31.06, 42.33, 44.25, 30.52, 35.53, 45.58, 35.72, 26.48, 31.0000
33, 31.33, 42.71, 44.66, 30.79, 35.94, 46.00, 36.14, 26.49, 32.0000
34, 31.58, 43.09, 45.07, 31.06, 36.36, 46.42, 36.56, 26.51, 33.0000
35, 31.84, 43.45, 45.46, 31.33, 36.77, 46.81, 36.97, 26.52, 34.0000
36, 32.10, 43.80, 45.85, 31.61, 37.19, 47.21, 37.37, 26.53, 35.0000
37, 32.36, 44.15, 46.21, 31.88, 37.59, 47.59, 37.77, 26.55, 36.0000
38, 32.61, 44.48, 46.57, 32.14, 37.99, 47.96, 38.17, 26.57, 37.0000
39, 32.87, 44.81, 46.91, 32.41, 38.39, 48.33, 38.55, 26.59, 38.0000
40, 33.13, 45.12, 47.25, 32.68, 38.78, 48.68, 38.94, 26.60, 39.0000
41, 33.39, 45.43, 47.57, 32.93, 39.16, 49.03, 39.31, 26.63, 40.0000
42, 33.64, 45.72, 47.87, 33.20, 39.55, 49.34, 39.68, 26.65, 41.0000
43, 33.89, 45.92, 48.05, 33.47, 39.93, 49.44, 40.03, 26.68, 42.0000
44, 34.14, 46.00, 48.07, 33.72, 40.29, 49.29, 40.38, 26.70, 43.0000
45, 34.40, 45.96, 47.93, 33.98, 40.63, 48.98, 40.70, 26.73, 44.0000
46, 34.64, 45.82, 47.68, 34.23, 40.91, 48.54, 40.98, 26.76, 45.0000
47, 34.88, 45.59, 47.36, 34.47, 41.16, 48.06, 41.23, 26.79, 46.0000
48, 35.10, 45.31, 46.98, 34.69, 41.34, 47.56, 41.43, 26.82, 47.0000
49, 35.32, 45.00, 46.57, 34.90, 41.50, 47.04, 41.59, 26.86, 48.0000
50, 35.51, 44.65, 46.13, 35.09, 41.60, 46.54, 41.71, 26.89, 49.0000
51, 35.68, 44.29, 45.69, 35.25, 41.68, 46.03, 41.79, 26.93, 50.0000
52, 35.84, 43.92, 45.23, 35.40, 41.72, 45.55, 41.83, 26.96, 51.0000
53, 35.98, 43.56, 44.79, 35.54, 41.74, 45.08, 41.84, 27.00, 52.0000
54, 36.10, 43.19, 44.34, 35.64, 41.74, 44.64, 41.82, 27.04, 53.0000
55, 36.21, 42.82, 43.90, 35.74, 41.72, 44.22, 41.78, 27.08, 54.0000
56, 36.30, 42.47, 43.47, 35.82, 41.68, 43.81, 41.71, 27.12, 55.0000
57, 36.37, 42.12, 43.06, 35.89, 41.64, 43.42, 41.63, 27.16, 56.0000
58, 36.43, 41.78, 42.64, 35.93, 41.58, 43.06, 41.53, 27.21, 57.0000
59, 36.49, 41.45, 42.25, 35.98, 41.51, 42.70, 41.41, 27.26, 58.0000
60, 36.53, 41.13, 41.87, 36.00, 41.43, 42.37, 41.28, 27.30, 59.0000
61, 36.55, 40.83, 41.51, 36.02, 41.34, 42.06, 41.15, 27.34, 60.0000
62, 36.57, 40.54, 41.16, 36.03, 41.25, 41.76, 41.00, 27.39, 61.0000
63, 36.59, 40.26, 40.82, 36.03, 41.15, 41.47, 40.84, 27.43, 62.0000
64, 36.59, 39.98, 40.50, 36.02, 41.05, 41.20, 40.68, 27.48, 63.0000
65, 36.59, 39.72, 40.19, 36.01, 40.95, 40.94, 40.51, 27.52, 64.0000
66, 36.59, 39.47, 39.89, 35.99, 40.84, 40.70, 40.34, 27.58, 65.0000
67, 36.58, 39.24, 39.61, 35.97, 40.72, 40.46, 40.17, 27.63, 66.0000
68, 36.56, 39.01, 39.33, 35.94, 40.61, 40.24, 39.99, 27.68, 67.0000
69, 36.55, 38.79, 39.07, 35.90, 40.50, 40.02, 39.81, 27.72, 68.0000
70, 36.52, 38.58, 38.81, 35.87, 40.38, 39.81, 39.63, 27.76, 69.0000
71, 36.49, 38.38, 38.57, 35.83, 40.27, 39.61, 39.45, 27.82, 70.0000
72, 36.47, 38.18, 38.34, 35.80, 40.15, 39.43, 39.27, 27.87, 71.0000
73, 36.44, 38.00, 38.12, 35.75, 40.03, 39.25, 39.10, 27.91, 72.0000
74, 36.41, 37.83, 37.91, 35.71, 39.91, 39.07, 38.92, 27.96, 73.0000
75, 36.38, 37.66, 37.71, 35.66, 39.79, 38.90, 38.74, 28.01, 74.0000
